Train_ID,Source,Destination,Date,Hour,Passenger_Count,Seat_Capacity,Number_of_Coaches,Platform,Delay_Minutes,Weekend,Holiday
T8526,Bangalore,Tirupati,2025-03-01,19,429,700,14,2,21,0,0
T9662,Ahmedabad,Vijayawada,2025-03-01,12,669,500,10,9,28,0,1
T8390,Patna,Tirupati,2025-03-01,13,456,800,16,2,22,0,0
T9674,Bhopal,Nagpur,2025-03-01,0,600,800,16,4,0,0,1
T6880,Chennai,Agra,2025-03-01,13,514,700,14,9,11,0,0
T8640,Coimbatore,Ahmedabad,2025-03-01,7,625,500,10,9,16,1,1
T4044,Surat,Nagpur,2025-03-01,19,527,800,16,4,1,0,1
T1318,Chennai,Agra,2025-03-01,22,563,600,12,7,18,1,1
T4712,Vijayawada,Visakhapatnam,2025-03-01,22,400,800,16,3,5,0,1
T4823,Hyderabad,Visakhapatnam,2025-03-01,11,796,700,14,6,8,0,0
T7997,Bangalore,Patna,2025-03-01,22,705,700,14,9,21,1,1
T1016,Tirupati,Indore,2025-03-01,3,567,800,16,5,25,0,0
T6585,Hyderabad,Ahmedabad,2025-03-01,17,616,700,14,10,4,0,0
T3589,Coimbatore,Bangalore,2025-03-01,10,348,500,10,10,5,1,1
T6683,Agra,Tirupati,2025-03-01,22,897,500,10,9,8,0,0
T4811,Mumbai,Visakhapatnam,2025-03-01,22,737,600,12,5,27,1,1
T9876,Vijayawada,Jaipur,2025-03-01,10,342,800,16,5,3,1,1
T5969,Coimbatore,Mumbai,2025-03-01,18,626,700,14,5,16,0,1
T4517,Delhi,Nagpur,2025-03-01,23,390,600,12,2,2,0,1
T7523,Indore,Agra,2025-03-01,18,721,600,12,4,27,1,0
T1748,Visakhapatnam,Bhopal,2025-03-01,0,653,500,10,9,19,0,1
T1846,Jaipur,Lucknow,2025-03-01,22,654,500,10,5,21,0,0
T8249,Jaipur,Mumbai,2025-03-01,9,787,500,10,12,17,0,1
T7640,Coimbatore,Nagpur,2025-03-01,1,513,600,12,12,25,0,1
T7229,Ahmedabad,Delhi,2025-03-01,13,877,800,16,7,20,0,1
T5589,Agra,Bhopal,2025-03-01,10,244,700,14,10,0,1,0
T7886,Bhopal,Agra,2025-03-01,21,390,500,10,10,24,0,0
T2170,Delhi,Surat,2025-03-01,7,201,500,10,4,12,1,1
T5814,Jaipur,Bangalore,2025-03-01,10,367,700,14,5,6,0,1
T5918,Delhi,Kolkata,2025-03-01,17,838,700,14,5,18,1,1
T4736,Pune,Visakhapatnam,2025-03-01,13,841,500,10,5,25,1,0
T6836,Tirupati,Ahmedabad,2025-03-01,14,722,800,16,8,0,0,1
T4864,Mumbai,Nagpur,2025-03-01,0,785,500,10,2,6,0,1
T9605,Indore,Jaipur,2025-03-01,2,495,500,10,8,4,1,0
T9851,Kolkata,Tirupati,2025-03-01,20,389,700,14,1,6,0,1
T5541,Kolkata,Agra,2025-03-01,20,346,600,12,12,11,1,0
T3484,Delhi,Patna,2025-03-01,1,688,600,12,9,21,0,1
T2449,Bangalore,Kolkata,2025-03-01,16,473,600,12,8,11,1,1
T8527,Jaipur,Vijayawada,2025-03-01,16,457,800,16,3,22,0,1
T9517,Mumbai,Jaipur,2025-03-01,10,201,600,12,4,14,0,1
T1149,Agra,Bhopal,2025-03-01,22,344,800,16,3,4,1,0
T2836,Hyderabad,Kolkata,2025-03-01,3,520,600,12,2,4,1,0
T8412,Jaipur,Coimbatore,2025-03-01,8,526,800,16,8,28,1,0
T8042,Kolkata,Indore,2025-03-01,0,355,800,16,9,11,1,0
T9049,Nagpur,Indore,2025-03-01,7,258,700,14,6,20,0,0
T1873,Vijayawada,Agra,2025-03-01,1,721,800,16,11,12,0,1
T1697,Bangalore,Vijayawada,2025-03-01,13,494,700,14,9,11,0,1
T5129,Coimbatore,Kolkata,2025-03-01,4,528,500,10,7,17,0,1
T8011,Patna,Vijayawada,2025-03-01,21,529,700,14,11,0,0,0
T9214,Ahmedabad,Chennai,2025-03-01,6,248,800,16,11,11,0,0
T1313,Bangalore,Indore,2025-03-01,16,788,800,16,10,28,1,1
T2590,Indore,Visakhapatnam,2025-03-01,14,367,500,10,4,11,1,0
T1665,Visakhapatnam,Indore,2025-03-01,0,341,700,14,10,19,1,0
T8211,Agra,Bhopal,2025-03-01,13,591,600,12,4,9,1,1
T2079,Surat,Agra,2025-03-01,2,730,700,14,1,15,0,0
T1582,Coimbatore,Surat,2025-03-01,5,602,700,14,3,5,0,1
T6700,Ahmedabad,Vijayawada,2025-03-01,7,750,700,14,6,30,1,1
T1422,Tirupati,Visakhapatnam,2025-03-01,21,225,800,16,9,20,1,1
T8752,Agra,Lucknow,2025-03-01,11,603,800,16,10,25,0,1
T3020,Delhi,Hyderabad,2025-03-01,4,687,600,12,10,28,1,1
T5999,Hyderabad,Lucknow,2025-03-01,23,824,600,12,6,2,1,0
T5604,Vijayawada,Bangalore,2025-03-01,19,601,800,16,2,23,1,0
T2193,Chennai,Pune,2025-03-01,22,770,600,12,2,9,0,0
T3576,Visakhapatnam,Jaipur,2025-03-01,17,584,700,14,1,19,1,0
T5305,Vijayawada,Agra,2025-03-01,7,523,600,12,12,29,1,1
T5702,Indore,Jaipur,2025-03-01,2,376,700,14,6,22,1,1
T1614,Coimbatore,Visakhapatnam,2025-03-01,2,337,600,12,8,3,0,1
T2496,Visakhapatnam,Ahmedabad,2025-03-01,10,409,700,14,5,17,1,0
T7514,Bhopal,Visakhapatnam,2025-03-01,13,823,700,14,11,11,0,0
T7322,Jaipur,Visakhapatnam,2025-03-01,14,597,600,12,11,6,1,0
T7307,Bhopal,Delhi,2025-03-01,8,711,600,12,9,6,1,0
T9224,Bangalore,Lucknow,2025-03-01,3,674,500,10,9,25,0,1
T9896,Mumbai,Tirupati,2025-03-01,16,652,700,14,2,10,1,0
T7913,Mumbai,Bangalore,2025-03-01,21,755,600,12,2,21,1,0
T1757,Bangalore,Nagpur,2025-03-01,11,348,500,10,11,19,0,0
T1516,Kolkata,Indore,2025-03-01,20,504,700,14,8,18,1,0
T4230,Nagpur,Bhopal,2025-03-01,2,409,700,14,4,13,0,1
T7960,Indore,Pune,2025-03-01,20,404,500,10,8,12,1,1
T9764,Jaipur,Bhopal,2025-03-01,6,653,500,10,3,14,0,1
T8199,Indore,Bhopal,2025-03-01,20,590,800,16,7,14,0,1
T3177,Vijayawada,Chennai,2025-03-01,13,298,800,16,4,27,0,1
T2879,Vijayawada,Jaipur,2025-03-01,15,398,500,10,11,14,1,1
T2602,Patna,Pune,2025-03-01,3,391,800,16,2,24,1,1
T9622,Mumbai,Tirupati,2025-03-01,9,437,500,10,2,28,1,0
T7043,Vijayawada,Surat,2025-03-01,3,309,500,10,7,24,1,0
T4256,Hyderabad,Patna,2025-03-01,11,621,500,10,6,14,1,0
T4438,Agra,Nagpur,2025-03-01,22,861,600,12,5,12,0,0
T7200,Indore,Vijayawada,2025-03-01,21,874,700,14,8,16,0,1
T9515,Bangalore,Pune,2025-03-01,23,629,500,10,5,20,0,1
T5777,Kolkata,Vijayawada,2025-03-01,10,807,600,12,2,7,0,0
T8671,Surat,Delhi,2025-03-01,10,748,500,10,1,3,1,0
T6264,Surat,Pune,2025-03-01,13,295,700,14,12,24,1,1
T5605,Ahmedabad,Chennai,2025-03-01,7,357,800,16,5,18,0,1
T8589,Patna,Agra,2025-03-01,17,656,800,16,5,9,1,1
T7148,Bangalore,Surat,2025-03-01,18,426,500,10,12,15,0,1
T3116,Mumbai,Surat,2025-03-01,15,644,800,16,3,7,0,0
T5625,Kolkata,Mumbai,2025-03-01,9,545,600,12,8,9,0,1
T9835,Visakhapatnam,Chennai,2025-03-01,23,556,700,14,8,17,0,0
T1519,Mumbai,Nagpur,2025-03-01,22,754,500,10,3,7,1,0
T5823,Agra,Patna,2025-03-01,23,636,600,12,8,15,0,0
T5621,Visakhapatnam,Vijayawada,2025-03-01,14,359,800,16,8,1,1,0
T9318,Visakhapatnam,Jaipur,2025-03-01,22,672,600,12,6,15,0,1
T3536,Agra,Coimbatore,2025-03-01,11,309,600,12,5,26,1,0
T3047,Visakhapatnam,Surat,2025-03-01,23,363,800,16,4,16,0,0
T3084,Bhopal,Vijayawada,2025-03-01,13,283,500,10,11,16,1,0
T1516,Lucknow,Vijayawada,2025-03-01,7,364,600,12,10,13,1,0
T1243,Tirupati,Jaipur,2025-03-01,4,884,700,14,7,30,0,1
T7873,Pune,Hyderabad,2025-03-01,12,695,700,14,11,13,0,1
T7737,Pune,Jaipur,2025-03-01,19,871,500,10,2,30,0,0
T9178,Ahmedabad,Nagpur,2025-03-01,4,375,600,12,3,0,1,1
T6775,Patna,Mumbai,2025-03-01,3,222,700,14,6,25,0,1
T6632,Hyderabad,Surat,2025-03-01,6,543,500,10,9,12,1,0
T2742,Agra,Ahmedabad,2025-03-01,7,722,700,14,11,13,0,1
T5233,Bangalore,Lucknow,2025-03-01,12,547,700,14,2,28,1,0
T4864,Agra,Lucknow,2025-03-01,20,797,800,16,5,27,1,1
T4914,Kolkata,Vijayawada,2025-03-01,11,607,700,14,11,21,0,1
T2314,Surat,Jaipur,2025-03-01,23,600,800,16,12,22,1,0
T8916,Indore,Hyderabad,2025-03-01,20,584,600,12,8,21,1,0
T9389,Jaipur,Lucknow,2025-03-01,12,367,500,10,10,8,1,1
T5723,Mumbai,Vijayawada,2025-03-01,6,210,600,12,9,10,0,0
T9650,Nagpur,Jaipur,2025-03-01,1,481,800,16,10,11,0,0
T1333,Nagpur,Chennai,2025-03-01,11,259,700,14,1,5,0,0
T5458,Lucknow,Coimbatore,2025-03-01,20,360,700,14,12,24,1,1
T5556,Jaipur,Ahmedabad,2025-03-01,10,394,700,14,1,25,1,0
T1502,Surat,Agra,2025-03-01,23,385,600,12,11,14,0,0
T5260,Indore,Hyderabad,2025-03-01,8,526,600,12,12,29,1,0
T1169,Indore,Lucknow,2025-03-01,6,574,500,10,12,28,0,0
T9189,Delhi,Visakhapatnam,2025-03-01,5,674,600,12,3,12,0,1
T6680,Hyderabad,Agra,2025-03-01,20,398,600,12,1,27,1,1
T9644,Lucknow,Vijayawada,2025-03-01,4,865,600,12,3,23,0,1
T6456,Indore,Delhi,2025-03-01,6,440,800,16,7,20,0,0
T8798,Tirupati,Delhi,2025-03-01,2,413,800,16,11,17,1,1
T5986,Lucknow,Mumbai,2025-03-01,23,740,500,10,8,24,0,0
T5020,Coimbatore,Surat,2025-03-01,9,873,500,10,11,12,1,1
T6897,Kolkata,Ahmedabad,2025-03-01,2,449,500,10,2,1,0,1
T9979,Chennai,Surat,2025-03-01,8,844,600,12,1,9,0,1
T1512,Patna,Agra,2025-03-01,1,843,700,14,2,4,1,1
T1800,Visakhapatnam,Surat,2025-03-01,14,474,600,12,4,4,0,1
T9126,Vijayawada,Jaipur,2025-03-01,9,257,800,16,11,18,1,0
T7821,Agra,Hyderabad,2025-03-01,18,220,800,16,1,23,0,0
T8075,Tirupati,Bhopal,2025-03-01,9,685,800,16,4,0,1,0
T6774,Ahmedabad,Hyderabad,2025-03-01,12,879,600,12,10,23,0,1
T9360,Jaipur,Surat,2025-03-01,15,825,500,10,9,6,0,1
T7240,Visakhapatnam,Agra,2025-03-01,4,464,600,12,12,18,1,0
T8172,Bangalore,Chennai,2025-03-01,6,772,500,10,7,3,1,0
T8313,Visakhapatnam,Delhi,2025-03-01,13,432,600,12,5,17,1,1
T3815,Visakhapatnam,Lucknow,2025-03-01,11,743,700,14,12,24,0,0
T4650,Vijayawada,Bangalore,2025-03-01,16,337,800,16,5,17,0,1
T7700,Agra,Nagpur,2025-03-01,14,318,700,14,8,15,1,0
T3965,Indore,Delhi,2025-03-01,12,277,800,16,7,22,0,1
T7839,Patna,Indore,2025-03-01,3,353,600,12,2,15,0,0
T1313,Delhi,Kolkata,2025-03-01,9,344,600,12,12,29,1,1
T4740,Jaipur,Agra,2025-03-01,2,388,600,12,1,28,1,1
T1266,Vijayawada,Tirupati,2025-03-01,5,888,800,16,4,3,0,0
T5851,Vijayawada,Jaipur,2025-03-01,3,279,800,16,5,12,0,1
T3327,Vijayawada,Agra,2025-03-01,12,635,600,12,10,24,0,1
T7813,Mumbai,Vijayawada,2025-03-01,5,246,800,16,11,13,1,0
T7538,Visakhapatnam,Indore,2025-03-01,17,748,800,16,2,5,1,1
T1250,Patna,Jaipur,2025-03-01,18,355,800,16,10,7,0,1
T2525,Lucknow,Agra,2025-03-01,18,740,800,16,9,1,1,1
T7549,Bangalore,Visakhapatnam,2025-03-01,4,517,700,14,12,7,1,0
T6077,Coimbatore,Tirupati,2025-03-01,16,325,700,14,8,8,1,0
T8723,Pune,Surat,2025-03-01,11,443,700,14,2,5,0,0
T7787,Mumbai,Bhopal,2025-03-01,13,382,500,10,5,18,1,0
T2712,Kolkata,Mumbai,2025-03-01,7,546,500,10,8,30,0,0
T9877,Bangalore,Bhopal,2025-03-01,23,815,500,10,1,19,0,0
T7984,Coimbatore,Chennai,2025-03-01,2,730,500,10,3,20,1,1
T8284,Tirupati,Mumbai,2025-03-01,23,429,500,10,8,26,1,0
T9262,Chennai,Pune,2025-03-01,16,634,500,10,3,5,1,1
T5078,Vijayawada,Indore,2025-03-01,7,737,500,10,6,25,1,0
T1009,Kolkata,Chennai,2025-03-01,17,612,800,16,6,11,1,0
T2044,Vijayawada,Visakhapatnam,2025-03-01,18,792,800,16,11,7,0,1
T8172,Surat,Chennai,2025-03-01,2,371,600,12,11,21,1,0
T3123,Surat,Delhi,2025-03-01,22,681,500,10,9,8,1,0
T3255,Agra,Tirupati,2025-03-01,16,298,800,16,11,23,1,0
T6430,Chennai,Surat,2025-03-01,0,890,800,16,9,3,1,0
T8378,Bangalore,Chennai,2025-03-01,22,363,600,12,7,7,0,0
T3224,Surat,Delhi,2025-03-01,13,599,800,16,2,17,0,1
T1618,Jaipur,Ahmedabad,2025-03-01,17,212,500,10,5,13,1,0
T6280,Agra,Jaipur,2025-03-01,15,739,800,16,2,15,1,0
T5009,Bangalore,Indore,2025-03-01,15,655,500,10,2,29,1,1
T6807,Tirupati,Vijayawada,2025-03-01,16,807,800,16,10,29,0,0
T1476,Delhi,Jaipur,2025-03-01,6,355,500,10,12,12,1,1
T7087,Kolkata,Tirupati,2025-03-01,1,607,600,12,10,18,0,0
T6253,Mumbai,Bangalore,2025-03-01,14,454,600,12,4,3,0,0
T5007,Kolkata,Surat,2025-03-01,13,602,600,12,10,13,1,0
T6412,Chennai,Pune,2025-03-01,15,218,600,12,7,19,1,0
T8575,Jaipur,Ahmedabad,2025-03-01,2,469,500,10,6,23,0,0
T6338,Lucknow,Bhopal,2025-03-01,11,269,600,12,7,30,1,0
T9909,Ahmedabad,Bhopal,2025-03-01,13,336,700,14,5,21,1,0
T6627,Jaipur,Agra,2025-03-01,10,613,700,14,6,15,1,1
T2662,Ahmedabad,Kolkata,2025-03-01,0,462,800,16,6,22,1,0
T7146,Patna,Lucknow,2025-03-01,12,464,500,10,8,29,0,0
T1094,Bangalore,Jaipur,2025-03-01,0,235,800,16,5,5,0,1
T7745,Mumbai,Tirupati,2025-03-01,11,324,800,16,4,18,1,0
T4633,Jaipur,Delhi,2025-03-01,9,383,600,12,9,21,1,0
T2740,Indore,Tirupati,2025-03-01,4,418,500,10,2,24,1,1
T2323,Vijayawada,Lucknow,2025-03-01,10,354,600,12,8,0,1,1
T6868,Jaipur,Delhi,2025-03-01,10,591,500,10,7,19,1,0
T4759,Pune,Surat,2025-03-01,13,696,500,10,11,29,1,0
T3698,Ahmedabad,Pune,2025-03-01,5,296,700,14,7,23,0,1
T9187,Pune,Bangalore,2025-03-01,12,552,700,14,10,3,0,1
T2930,Chennai,Mumbai,2025-03-01,23,787,500,10,10,6,0,1
T4514,Patna,Kolkata,2025-03-01,20,829,500,10,6,26,1,0
T6897,Ahmedabad,Coimbatore,2025-03-01,11,893,800,16,10,9,1,0
T5361,Hyderabad,Mumbai,2025-03-01,5,323,700,14,11,9,0,1
T4220,Tirupati,Vijayawada,2025-03-01,20,379,500,10,5,25,0,0
T2650,Delhi,Coimbatore,2025-03-01,22,348,700,14,11,18,0,1
T8673,Lucknow,Bangalore,2025-03-01,11,687,700,14,8,27,1,0
T6703,Vijayawada,Tirupati,2025-03-01,6,288,700,14,12,0,0,0
T7810,Bangalore,Chennai,2025-03-01,13,451,500,10,4,13,0,1
T6048,Bhopal,Lucknow,2025-03-01,17,265,500,10,7,22,1,0
T2753,Nagpur,Lucknow,2025-03-01,13,280,500,10,8,29,1,1
T3336,Lucknow,Chennai,2025-03-01,0,711,500,10,5,24,0,0
T4196,Coimbatore,Bangalore,2025-03-01,3,343,800,16,2,30,0,0
T9407,Agra,Visakhapatnam,2025-03-01,1,322,700,14,8,1,0,1
T1675,Patna,Lucknow,2025-03-01,2,865,800,16,7,30,0,0
T9924,Bhopal,Chennai,2025-03-01,17,708,800,16,11,25,1,1
T7147,Jaipur,Visakhapatnam,2025-03-01,20,569,600,12,6,30,1,0
T7288,Mumbai,Ahmedabad,2025-03-01,22,838,700,14,8,9,1,1
T7772,Nagpur,Vijayawada,2025-03-01,13,574,800,16,5,17,1,1
T5552,Agra,Jaipur,2025-03-01,4,380,600,12,12,22,0,1
T7828,Nagpur,Mumbai,2025-03-01,22,572,500,10,1,20,1,0
T2411,Tirupati,Ahmedabad,2025-03-01,8,746,500,10,9,0,0,1
T5364,Kolkata,Chennai,2025-03-01,0,607,500,10,2,0,0,0
T1507,Hyderabad,Delhi,2025-03-01,15,288,500,10,11,11,0,1
T4723,Tirupati,Agra,2025-03-01,12,699,700,14,9,3,0,0
T1268,Pune,Kolkata,2025-03-01,15,666,500,10,3,27,1,0
T6417,Surat,Bangalore,2025-03-01,15,681,700,14,4,13,0,0
T5102,Ahmedabad,Mumbai,2025-03-01,10,387,700,14,9,22,1,0
T7964,Visakhapatnam,Bhopal,2025-03-01,6,440,600,12,11,29,1,0
T9433,Jaipur,Ahmedabad,2025-03-01,10,671,600,12,10,7,0,0
T3602,Bangalore,Patna,2025-03-01,17,528,600,12,11,9,0,1
T7834,Mumbai,Indore,2025-03-01,21,229,700,14,7,6,1,1
T8028,Coimbatore,Agra,2025-03-01,17,614,800,16,6,18,0,1
T3291,Coimbatore,Jaipur,2025-03-01,9,387,500,10,6,19,0,1
T9144,Patna,Ahmedabad,2025-03-01,4,628,600,12,4,3,1,0
T7963,Surat,Kolkata,2025-03-01,1,533,800,16,6,26,1,1
T9136,Visakhapatnam,Vijayawada,2025-03-01,14,623,500,10,12,25,1,0
T2564,Pune,Surat,2025-03-01,4,874,600,12,6,18,1,0
T1577,Jaipur,Vijayawada,2025-03-01,23,604,700,14,8,1,0,0
T6270,Vijayawada,Chennai,2025-03-01,0,214,600,12,4,26,1,0
T6215,Visakhapatnam,Kolkata,2025-03-01,8,224,700,14,2,0,1,1
T1374,Bhopal,Delhi,2025-03-01,8,752,600,12,7,4,0,0
T9899,Ahmedabad,Visakhapatnam,2025-03-01,19,529,700,14,10,26,1,1
T2625,Surat,Tirupati,2025-03-01,10,516,800,16,7,6,0,0
T5320,Tirupati,Ahmedabad,2025-03-01,14,827,700,14,2,0,1,0
T7201,Lucknow,Ahmedabad,2025-03-01,9,508,500,10,12,14,0,0
T7351,Bangalore,Lucknow,2025-03-01,22,722,800,16,7,22,0,1
T4332,Tirupati,Ahmedabad,2025-03-01,21,370,600,12,11,15,0,1
T5534,Patna,Vijayawada,2025-03-01,10,601,500,10,1,0,1,0
T5365,Coimbatore,Chennai,2025-03-01,13,782,600,12,10,15,0,0
T6681,Agra,Bangalore,2025-03-01,19,354,800,16,8,10,0,1
T5029,Visakhapatnam,Coimbatore,2025-03-01,13,282,800,16,4,3,0,1
T9629,Chennai,Jaipur,2025-03-01,4,547,800,16,2,0,0,0
T6149,Ahmedabad,Pune,2025-03-01,21,658,500,10,6,24,0,0
T4798,Coimbatore,Patna,2025-03-01,8,419,500,10,1,7,0,1
T8113,Agra,Patna,2025-03-01,9,782,600,12,10,5,1,0
T9186,Vijayawada,Kolkata,2025-03-01,15,592,600,12,3,5,1,1
T6446,Patna,Indore,2025-03-01,4,465,600,12,1,0,0,1
T4415,Nagpur,Bhopal,2025-03-01,13,404,500,10,10,19,1,1
T6664,Visakhapatnam,Mumbai,2025-03-01,23,448,800,16,11,13,0,0
T9087,Surat,Nagpur,2025-03-01,2,830,500,10,10,16,0,0
T4282,Indore,Kolkata,2025-03-01,1,667,500,10,10,2,0,1
T2477,Hyderabad,Kolkata,2025-03-01,15,760,500,10,4,0,1,0
T7419,Tirupati,Coimbatore,2025-03-01,12,378,800,16,7,3,0,0
T5173,Delhi,Hyderabad,2025-03-01,18,779,800,16,7,2,1,1
T1337,Surat,Chennai,2025-03-01,22,770,700,14,6,3,1,0
T2994,Jaipur,Bangalore,2025-03-01,23,283,600,12,10,13,1,0
T4924,Tirupati,Jaipur,2025-03-01,14,610,600,12,10,8,1,1
T8933,Agra,Visakhapatnam,2025-03-01,7,650,500,10,8,6,0,1
T1842,Agra,Hyderabad,2025-03-01,5,362,800,16,9,30,1,1
T7537,Vijayawada,Patna,2025-03-01,11,329,600,12,4,27,0,1
T7063,Jaipur,Surat,2025-03-01,3,363,700,14,12,13,0,1
T5707,Jaipur,Ahmedabad,2025-03-01,17,329,700,14,8,2,1,1
T3629,Pune,Bangalore,2025-03-01,7,894,600,12,5,13,1,0
T9741,Chennai,Agra,2025-03-01,10,672,600,12,5,18,1,1
T6690,Vijayawada,Pune,2025-03-01,17,514,500,10,1,4,1,1
T2317,Visakhapatnam,Chennai,2025-03-01,10,683,500,10,5,0,0,0
T7100,Delhi,Chennai,2025-03-01,17,727,700,14,3,14,0,1
T4667,Bhopal,Delhi,2025-03-01,22,303,800,16,9,5,0,0
T4579,Visakhapatnam,Coimbatore,2025-03-01,22,715,700,14,1,2,0,0
T6035,Surat,Bhopal,2025-03-01,21,647,600,12,4,12,1,0
T4590,Ahmedabad,Bangalore,2025-03-01,7,752,600,12,8,15,0,1
T9884,Indore,Visakhapatnam,2025-03-01,13,512,600,12,5,4,0,0
T7570,Kolkata,Mumbai,2025-03-01,4,267,600,12,12,11,1,0
T3218,Bhopal,Hyderabad,2025-03-01,5,876,500,10,9,15,0,0
T9113,Lucknow,Pune,2025-03-01,6,484,500,10,4,15,0,1
T3248,Kolkata,Bhopal,2025-03-01,16,747,500,10,2,15,0,1
T6788,Lucknow,Nagpur,2025-03-01,21,569,500,10,8,3,1,1
T6155,Nagpur,Kolkata,2025-03-01,1,496,700,14,7,11,1,1
T3992,Jaipur,Bhopal,2025-03-01,11,642,600,12,4,15,0,0
T3656,Patna,Indore,2025-03-01,8,601,700,14,4,4,1,1
T5220,Pune,Lucknow,2025-03-01,10,316,800,16,7,21,1,0
T5593,Tirupati,Vijayawada,2025-03-01,10,754,500,10,12,12,0,0
T5264,Mumbai,Nagpur,2025-03-01,23,603,500,10,9,25,1,0
T1484,Agra,Hyderabad,2025-03-01,23,657,600,12,12,26,0,1
T3482,Vijayawada,Visakhapatnam,2025-03-01,10,866,800,16,10,14,0,1
T1628,Bangalore,Agra,2025-03-01,8,710,700,14,5,29,0,1
T2935,Kolkata,Visakhapatnam,2025-03-01,21,648,600,12,1,27,1,1
T7956,Patna,Delhi,2025-03-01,11,642,600,12,7,1,0,0
T8163,Indore,Nagpur,2025-03-01,10,586,800,16,2,18,1,0
T4046,Coimbatore,Agra,2025-03-01,3,248,700,14,4,26,1,0
T1994,Jaipur,Coimbatore,2025-03-01,8,591,700,14,7,25,1,0
T7190,Indore,Surat,2025-03-01,17,418,500,10,12,2,1,1
T2619,Indore,Chennai,2025-03-01,2,753,500,10,8,21,1,1
T8832,Kolkata,Tirupati,2025-03-01,17,400,800,16,3,27,0,0
T1482,Vijayawada,Bhopal,2025-03-01,18,202,700,14,12,2,0,0
T1207,Bangalore,Nagpur,2025-03-01,2,454,600,12,5,24,1,1
T5408,Ahmedabad,Hyderabad,2025-03-01,5,527,600,12,1,24,0,0
T7370,Patna,Bangalore,2025-03-01,16,873,500,10,3,10,0,1
T1019,Ahmedabad,Agra,2025-03-01,21,205,500,10,2,5,1,0
T9725,Lucknow,Indore,2025-03-01,22,517,800,16,6,12,0,0
T1492,Agra,Vijayawada,2025-03-01,22,646,800,16,1,7,1,0
T9608,Ahmedabad,Patna,2025-03-01,13,375,600,12,10,30,0,1
T3209,Ahmedabad,Agra,2025-03-01,4,849,700,14,9,14,0,0
T5825,Agra,Vijayawada,2025-03-01,11,374,700,14,12,9,0,0
T9714,Tirupati,Hyderabad,2025-03-01,15,642,500,10,1,0,0,0
T2651,Bangalore,Visakhapatnam,2025-03-01,3,588,700,14,11,27,0,1
T6227,Bangalore,Jaipur,2025-03-01,17,215,600,12,6,3,1,0
T5647,Patna,Tirupati,2025-03-01,21,450,800,16,6,16,1,0
T5710,Bangalore,Kolkata,2025-03-01,19,358,500,10,9,2,0,0
T9825,Indore,Lucknow,2025-03-01,20,717,500,10,10,24,1,0
T8917,Delhi,Mumbai,2025-03-01,22,730,800,16,8,18,0,0
T9750,Jaipur,Surat,2025-03-01,22,699,600,12,1,26,0,1
T9921,Agra,Tirupati,2025-03-01,12,718,800,16,7,3,1,0
T8202,Tirupati,Kolkata,2025-03-01,16,665,700,14,12,17,0,0
T8443,Coimbatore,Kolkata,2025-03-01,6,511,700,14,10,25,1,0
T8892,Bhopal,Pune,2025-03-01,14,676,800,16,8,20,1,1
T6118,Delhi,Indore,2025-03-01,21,394,800,16,6,25,0,0
T2695,Tirupati,Indore,2025-03-01,10,369,700,14,9,8,0,1
T8639,Bangalore,Patna,2025-03-01,6,541,700,14,8,29,0,0
T9849,Bhopal,Visakhapatnam,2025-03-01,18,651,600,12,6,7,1,0
T5984,Bhopal,Hyderabad,2025-03-01,15,635,600,12,2,5,0,0
T1227,Tirupati,Bangalore,2025-03-01,0,572,600,12,9,20,0,0
T8506,Agra,Chennai,2025-03-01,5,294,500,10,3,13,0,1
T6962,Ahmedabad,Surat,2025-03-01,23,899,700,14,6,6,1,0
T5632,Surat,Lucknow,2025-03-01,8,882,500,10,6,13,1,1
T8751,Hyderabad,Indore,2025-03-01,14,882,600,12,2,5,1,0
T8635,Agra,Coimbatore,2025-03-01,6,797,700,14,1,30,1,1
T4250,Lucknow,Ahmedabad,2025-03-01,12,549,500,10,6,19,0,0
T9670,Ahmedabad,Bhopal,2025-03-01,5,354,500,10,10,12,0,0
T6452,Tirupati,Surat,2025-03-01,3,435,800,16,10,30,0,1
T8185,Chennai,Visakhapatnam,2025-03-01,8,725,700,14,11,11,0,0
T6800,Nagpur,Bangalore,2025-03-01,21,611,800,16,5,27,1,0
T8003,Vijayawada,Pune,2025-03-01,11,516,700,14,3,17,0,0
T3079,Lucknow,Jaipur,2025-03-01,21,748,700,14,9,9,1,0
T9576,Indore,Pune,2025-03-01,18,410,700,14,9,7,1,1
T6433,Surat,Indore,2025-03-01,16,740,600,12,7,12,0,0
T3854,Visakhapatnam,Ahmedabad,2025-03-01,13,694,700,14,7,16,0,1
T4261,Mumbai,Bhopal,2025-03-01,23,594,600,12,4,3,0,0
T7587,Indore,Coimbatore,2025-03-01,11,463,700,14,5,22,0,0
T7217,Mumbai,Indore,2025-03-01,6,471,500,10,1,1,0,1
T7347,Surat,Delhi,2025-03-01,16,637,800,16,8,19,0,1
T3283,Ahmedabad,Tirupati,2025-03-01,10,432,500,10,7,20,0,1
T4635,Nagpur,Patna,2025-03-01,15,255,800,16,9,20,0,1
T5228,Pune,Lucknow,2025-03-01,3,252,600,12,6,19,0,1
T1972,Nagpur,Lucknow,2025-03-01,14,552,500,10,11,22,0,1
T3931,Delhi,Pune,2025-03-01,20,224,700,14,2,19,1,0
T9950,Chennai,Patna,2025-03-01,19,460,700,14,10,13,1,0
